dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,Driver,LapNumber
0.0,3.9472733,0.0,0.0,5.0196204,2.0639737,2.1771824,4.8797164,3.4400012,3.7797303,0.0,5.0391564,1.7174536,0.0,0.3744329,0.0,0.0,0.10125355,0.0,3.4315171,0.0,0.73708814,3.4588995,0.28588483,0.0,0.0,0.29510698,0.0,2.0473077,4.8350286,2.0217152,0.07014613,HAM,23.0
0.0,3.7009628,0.0,0.13332713,4.932638,1.8551657,2.050366,4.663131,3.2844908,3.7726552,0.0,4.671333,1.7675825,0.0,0.4876367,0.0,0.0,0.29458013,0.0,3.3022485,0.0,0.7373772,3.303661,0.5376767,0.0,0.0,0.37436175,0.0,2.039477,4.7309804,2.1086843,0.18507046,HAM,24.0
0.0,3.923256,0.0,0.12858692,5.2063074,1.9864283,1.8773904,4.6802135,3.4833179,4.0490456,0.0,4.789512,1.6719918,0.0,0.32553568,0.0,0.0,0.27250466,0.0,3.43905,0.03028861,0.66349703,3.4320369,0.5104174,0.0,0.0,0.14868996,0.0,2.101887,4.9799843,2.1198864,0.20126146,HAM,25.0
0.0,3.7367227,0.0,0.073734894,4.9848437,1.8351666,2.051113,4.66547,3.277485,3.8475044,0.0,4.6866717,1.8161329,0.0,0.40143126,0.0,0.0,0.36619082,0.0,3.26343,0.033768956,0.6791719,3.4914799,0.4220413,0.0,0.0,0.3164158,0.0,1.9693941,4.747568,2.0348608,0.16001523,HAM,26.0
0.0,4.042368,0.0,0.11816217,5.367422,2.0542357,1.9945027,4.8583584,3.5507421,4.0931535,0.0,4.931092,1.7420502,0.0,0.30863217,0.0,0.0,0.10916409,0.0,3.6649013,0.0,0.8183808,3.360407,0.6724806,0.0,0.0,0.14045314,0.0,2.3032162,5.0459213,2.3305876,0.18689948,HAM,27.0
0.0,3.5891936,0.0,0.20566574,4.973758,1.7743376,1.8324647,4.4128685,3.2039135,3.8253238,0.0,4.436927,1.6885679,0.0,0.35196653,0.0,0.0,0.3057628,0.0,3.293677,0.06815939,0.74333954,3.1311855,0.71221775,0.0,0.0,0.21733929,0.0,2.0916193,4.6387067,2.2126112,0.21830404,HAM,28.0
0.0,3.349554,0.0,0.783453,5.1040964,1.5010518,1.5171121,4.0951533,3.3509128,4.0477304,0.0,4.1487737,1.5801568,0.0,0.69228685,0.0,0.0,0.64889246,0.0,3.3210106,0.69625527,0.84358793,3.1019437,1.2247621,0.0,0.0,0.53725666,0.0,2.2732558,4.678996,2.466716,0.6811341,HAM,29.0
0.0,3.5610738,0.0,1.0033684,5.6370354,1.6153032,1.2517247,4.1125402,3.737318,4.58026,0.0,4.3624516,1.4770398,0.0,0.7786262,0.0,0.0,0.9468582,0.0,3.4511049,1.0291703,0.699762,3.4253423,1.266515,0.0,0.0,0.49042848,0.0,2.3537264,5.189984,2.548036,0.9077562,HAM,30.0
0.0,3.6358314,0.0,0.043152973,4.839833,1.9340689,2.0228276,4.6317306,3.4000807,3.6866205,0.0,4.961556,1.5317928,0.0,0.76715124,0.0,0.0,0.53107834,0.0,3.0881326,0.0,0.51902634,3.3818023,0.2811982,0.0,0.0,0.64727056,0.0,1.8487657,4.775749,1.8077346,0.31267616,HAM,32.0
0.0,4.3457255,0.0,0.0,5.244355,2.3725126,2.762555,5.6252694,3.667568,3.830145,0.0,5.8041716,1.9424751,0.0,0.6019529,0.0,0.0,0.11296145,0.0,3.6249897,0.0,0.7503167,3.6739974,0.05711566,0.0,0.0,0.52672464,0.0,2.102833,5.2631545,1.983246,0.0,HAM,33.0
0.0,4.0579524,0.0,0.0,4.890512,2.1735895,2.7152843,5.3726516,3.4962919,3.563368,0.0,5.6474814,1.7912395,0.0,0.7422547,0.0,0.0,0.17398092,0.0,3.3514447,0.0,0.6800005,3.7275178,0.0,0.0,0.0,0.6732811,0.0,1.9123592,4.934619,1.7442749,0.0,HAM,34.0
0.0,4.557219,0.0,0.0,5.616694,2.4627976,2.493641,5.59669,3.9253638,4.199595,0.0,5.900412,1.8504406,0.0,0.42680752,0.0,0.0,0.13199629,0.0,3.7342606,0.0,0.64828455,3.9762082,0.0,0.0,0.0,0.35222048,0.0,2.1412325,5.514018,2.0060031,0.031229787,HAM,35.0
0.0,3.9147968,0.0,0.2242495,5.1293917,1.9964609,1.9641579,4.7266903,3.7236655,3.8924694,0.0,5.100315,1.4448543,0.0,0.71230406,0.0,0.0,0.29587704,0.0,3.4964104,0.09990837,0.75757194,3.4301388,0.53766286,0.0,0.0,0.57853854,0.0,2.2157986,4.9556518,2.1198623,0.45443723,HAM,36.0
0.0,3.3301914,0.0,0.8828849,4.9800224,1.4596049,1.524053,4.03438,3.1922803,3.8942227,0.0,3.828172,1.6891232,0.0,0.4441179,0.0,0.0,0.20873362,0.0,3.64492,0.5929843,1.219862,2.7260818,1.6821882,0.0,0.0,0.32204333,0.0,2.594489,4.424066,2.8429093,0.55675507,HAM,37.0
0.0,3.5092068,0.0,0.7855591,5.0731363,1.6553646,1.6574693,4.296375,3.6208286,3.9027774,0.0,4.5573516,1.3964262,0.0,0.93167526,0.0,0.0,0.41656482,0.0,3.58603,0.56900185,1.0101564,3.0451164,1.2734478,0.0,0.0,0.7769528,0.0,2.4960575,4.7160335,2.549363,0.7931399,HAM,38.0
0.0,3.3494773,0.0,0.84356564,4.838722,1.4907163,1.6933557,4.185373,3.4276168,3.71606,0.0,4.283543,1.439506,0.0,0.8184585,0.0,0.0,0.24607685,0.0,3.589539,0.5884566,1.1684222,2.9901366,1.3749522,0.0,0.0,0.7417693,0.0,2.501676,4.456223,2.579788,0.7287752,HAM,39.0
0.0,3.70971,0.0,0.21989973,5.0538783,1.8559082,1.955602,4.6171255,3.50637,3.887361,0.0,4.8995194,1.6031231,0.0,0.676636,0.0,0.0,0.49699917,0.0,3.2613766,0.15343995,0.6400018,3.562878,0.42523903,0.0,0.0,0.5512143,0.0,1.9902498,4.859722,2.0221236,0.36746076,HAM,40.0
0.0,4.2856865,0.0,0.0,5.436218,2.320479,2.071524,5.0891194,3.9753973,4.141557,0.0,5.698585,1.4470589,0.0,0.5948655,0.0,0.0,0.44261673,0.0,3.3588324,0.0,0.3724055,3.944972,0.0,0.0,0.0,0.50134087,0.0,1.8980175,5.3923445,1.7166965,0.3097998,HAM,42.0
0.0,3.9821424,0.0,0.007722674,5.249679,2.0985441,1.9265834,4.77293,3.5784373,4.02796,0.0,5.025721,1.6054503,0.0,0.4015215,0.0,0.0,0.2889235,0.0,3.3863418,0.0,0.5574981,3.4804535,0.3025377,0.0,0.0,0.22624005,0.0,2.039137,5.039715,2.0079105,0.2376907,HAM,43.0
0.0,3.9137478,0.0,0.016010813,5.1550784,2.0339205,2.0238464,4.7888756,3.5087748,3.974049,0.0,4.996257,1.6753662,0.0,0.4365187,0.0,0.0,0.3489972,0.0,3.3059592,0.0,0.56845397,3.60277,0.23861018,0.0,0.0,0.33335793,0.0,1.948541,4.9753456,1.9331397,0.19413862,HAM,44.0
0.0,4.1743126,0.0,0.11496968,5.47359,2.1940675,1.7825212,4.7745123,3.8342347,4.228015,0.0,5.1349115,1.4858403,0.0,0.36442634,0.0,0.0,0.2404409,0.0,3.5941436,0.019073427,0.6071457,3.5517774,0.42545235,0.0,0.0,0.18625191,0.0,2.1815174,5.230406,2.1136625,0.32811677,HAM,45.0
0.0,4.0916424,0.0,0.14224628,5.514749,2.151152,1.8157097,4.821009,3.9782226,4.296433,0.0,5.400364,1.4046807,0.0,0.7335684,0.0,0.0,0.6610198,0.0,3.3088663,0.16656822,0.35021353,3.82096,0.13764861,0.0,0.0,0.5313194,0.0,1.9448367,5.4075685,1.8561318,0.51837116,HAM,46.0
0.0,3.4611993,0.0,0.6395433,4.9927406,1.7319754,1.4847612,4.1403594,3.8075235,3.8707132,0.0,4.838022,1.0669217,0.0,1.1129874,0.0,0.0,0.7396114,0.0,3.1371813,0.5596894,0.54337466,3.2920258,0.6575946,0.0,0.0,0.94057566,0.0,2.0486343,4.8560615,2.0013125,0.9032069,HAM,47.0
0.0,3.3867645,0.0,0.49746066,4.8337755,1.6708844,1.6105309,4.1236672,3.4438722,3.745698,0.0,4.536412,1.2728165,0.0,0.7831782,0.0,0.0,0.5056761,0.0,3.1260529,0.40011322,0.65812254,3.2259173,0.6602279,0.0,0.0,0.6503913,0.0,2.0181901,4.5734134,2.0054626,0.6155774,HAM,48.0
0.0,4.1441417,0.0,0.0,5.4379783,2.1747808,2.050882,5.000381,4.007736,4.219546,0.0,5.7469177,1.4415826,0.0,0.8437488,0.0,0.0,0.7858567,0.0,3.1506634,0.11118934,0.23385121,4.167087,0.0,0.0,0.0,0.651701,0.0,1.7304937,5.4587407,1.5811383,0.42641655,HAM,49.0
0.0,4.0118866,0.0,0.33491278,5.5580683,1.9692253,1.8266367,4.7516932,3.6821845,4.3569613,0.0,4.931435,1.699832,0.0,0.4454455,0.0,0.0,0.50494313,0.0,3.5041122,0.273002,0.6417206,3.6602685,0.59422404,0.0,0.0,0.26545453,0.0,2.161858,5.230022,2.23168,0.37122646,HAM,50.0
0.0,3.985169,0.0,0.18334948,5.401065,2.0025988,1.9288291,4.7578526,3.4426103,4.1595807,0.0,4.702416,1.8285357,0.0,0.14755172,0.0,0.0,0.08342419,0.0,3.6797311,0.0,0.840719,3.347057,0.7683019,0.0,0.0,0.0,0.0,2.3146193,4.9649944,2.4253237,0.12715505,HAM,51.0
0.0,3.880694,0.0,0.28922826,5.3861837,1.899144,1.8842648,4.6591806,3.3551219,4.1833315,0.0,4.5202546,1.891042,0.0,0.1363733,0.0,0.0,0.14689662,0.0,3.629869,0.09687796,0.8680972,3.3558235,0.85488135,0.0,0.0,0.0,0.0,2.2963738,4.898614,2.4758997,0.1368441,HAM,52.0
0.0,4.439836,0.0,0.0,5.7215424,2.2598321,2.310099,5.351729,3.6719258,4.3500338,0.0,5.332894,2.0282695,0.0,0.09222024,0.0,0.0,0.0,0.0,3.914913,0.0,0.877735,3.7654142,0.47563338,0.0,0.0,0.0,0.0,2.3627465,5.3611712,2.4131565,0.0,HAM,53.0
0.0,4.134644,0.0,0.0,5.3801694,2.1712866,1.9995168,4.892104,3.6331537,4.1052485,0.0,5.155836,1.6451164,0.0,0.2440534,0.0,0.0,0.14313768,0.0,3.5102632,0.0,0.6009868,3.6349685,0.20365557,0.0,0.0,0.09425703,0.0,2.0706515,5.103418,2.032651,0.11938959,HAM,54.0
0.0,4.1481543,0.0,0.060590006,5.5436053,2.1556704,1.9439497,4.925353,3.9316318,4.3116484,0.0,5.435004,1.5368445,0.0,0.63551426,0.0,0.0,0.6003211,0.0,3.351679,0.12362831,0.39936894,3.933497,0.080759406,0.0,0.0,0.42925498,0.0,1.953512,5.410116,1.8846017,0.40449193,HAM,55.0
0.0,3.9451852,0.0,0.33512694,5.4818335,1.8664461,1.8781265,4.6738586,3.3514023,4.2750545,0.0,4.487132,1.9424161,0.0,0.05902473,0.0,0.0,0.11550466,0.0,3.7874806,0.18692632,0.99539787,3.318063,1.0391141,0.0,0.0,0.0,0.0,2.443634,4.9475317,2.6450548,0.11239818,HAM,56.0
0.0,3.5559282,0.0,0.59295505,5.10381,1.7087893,1.417294,4.1173205,3.5883007,4.007251,0.0,4.455368,1.2762458,0.0,0.6655537,0.0,0.0,0.4340311,0.0,3.396428,0.5257133,0.7068625,3.1469321,0.90727055,0.0,0.0,0.38415354,0.0,2.241448,4.7858605,2.269636,0.6744711,HAM,57.0
0.0,0.14878632,0.0,2.8001206,2.7804306,0.0,0.0,0.61148906,2.3859687,2.5646014,1.0266846,1.2905809,0.0,0.0,3.0641615,0.0,0.0,2.815305,0.0,1.152895,2.6936252,0.3434114,0.7746515,2.8084867,0.0,0.0,2.667899,0.0,1.6042653,2.677469,2.1057746,2.7684734,LEC,1.0
0.0,0.007917255,0.0,2.2532573,2.2905724,0.0,0.0,0.7382171,1.5553546,2.1365535,0.6869597,0.90122837,0.4867378,0.0,2.3969386,0.0,0.0,2.4165723,0.0,0.94196093,2.0796175,0.3856697,0.68397444,2.4971306,0.0,0.0,2.1449547,0.0,1.3228111,2.1151466,1.9361784,1.9875376,LEC,2.0
0.0,0.11195795,0.0,2.3327417,2.5775306,0.0,0.0,0.7890765,1.5834509,2.4213235,0.54110265,0.813677,0.62067837,0.0,2.2058787,0.0,0.0,2.3570423,0.0,1.1479037,2.1805918,0.45302707,0.7859076,2.6683986,0.0,0.0,1.8831296,0.0,1.4638536,2.2450104,2.1639378,1.9354097,LEC,3.0
0.0,0.5872272,0.0,2.1891208,3.1128666,0.0,0.0,1.0917684,2.0924456,2.8633375,0.16324748,1.4086235,0.45706317,0.0,2.2369592,0.0,0.0,2.5627546,0.0,1.1971337,2.1491072,0.1383934,1.1273015,2.309868,0.0,0.0,1.8624519,0.0,1.3905703,2.9151585,1.9724406,2.0390153,LEC,4.0
0.0,0.056285832,0.0,2.8573596,3.0567896,0.0,0.0,0.52032155,2.0446873,2.882193,0.6397464,0.80674636,0.28341025,0.0,2.697389,0.0,0.0,2.9756875,0.0,1.1315825,2.7366161,0.25825644,0.64437586,3.0948448,0.0,0.0,2.261511,0.0,1.5955167,2.7096043,2.386106,2.5548468,LEC,5.0
0.0,0.3808908,0.0,2.2842655,2.9433143,0.0,0.0,0.822619,2.022056,2.7543144,0.27248156,1.2234038,0.3247173,0.0,2.2831905,0.0,0.0,2.6004794,0.0,1.0633368,2.2339392,0.100549474,1.022733,2.349356,0.0,0.0,1.9377745,0.0,1.3173838,2.7177541,1.9128839,2.1306186,LEC,6.0
0.0,0.8907193,0.0,2.0462005,3.3630655,0.08947289,0.0,1.1483132,2.3108606,3.036864,0.01978656,1.5862588,0.31857017,0.0,1.9558746,0.0,0.0,2.3113146,0.0,1.3800851,2.03978,0.08189079,1.2257155,2.1600301,0.0,0.0,1.5402411,0.0,1.4575485,3.0968077,1.954662,1.9800158,LEC,7.0
0.0,0.5292103,0.0,2.4541974,3.4260676,0.0,0.0,0.8585994,2.194257,3.2134326,0.036926925,1.1932116,0.39449,0.0,2.2022552,0.0,0.0,2.7591603,0.0,1.2464145,2.4916055,0.087223396,1.1819367,2.540825,0.0,0.0,1.7743824,0.0,1.4458227,3.0623853,2.1490927,2.2480276,LEC,8.0
0.0,0.4926021,0.0,2.4706626,3.2475708,0.0,0.0,0.7724555,2.3495073,3.0444467,0.22788258,1.3977305,0.13246194,0.0,2.3677523,0.0,0.0,2.7106473,0.0,1.1800151,2.525211,0.06862466,1.2286414,2.3783777,0.0,0.0,1.9817305,0.0,1.3988408,2.979876,1.9567795,2.3553534,LEC,9.0
0.0,0.7195476,0.0,1.8945798,3.005609,0.028563838,0.0,1.100778,2.1175673,2.7543333,0.013814703,1.5655599,0.3440356,0.0,2.0273237,0.0,0.0,2.315833,0.0,1.1274862,1.9239376,0.0013778657,1.2637999,1.903493,0.0,0.0,1.6698774,0.0,1.2110354,2.8371265,1.6871775,1.8577366,LEC,10.0
0.0,0.5035986,0.0,2.4499903,3.2705636,0.0,0.0,0.8555533,2.1777194,3.0540714,0.2320999,1.1821421,0.35486928,0.0,2.268738,0.0,0.0,2.6473446,0.0,1.2641408,2.394867,0.14503254,1.0244064,2.6211386,0.0,0.0,1.8277055,0.0,1.5191753,2.9478137,2.1727097,2.2396274,LEC,11.0
0.0,0.6240484,0.0,2.1179163,3.1771884,0.0,0.0,1.0065602,2.2105622,2.918888,0.038271196,1.5113707,0.30466932,0.0,2.1694584,0.0,0.0,2.5297692,0.0,1.1332246,2.1348011,0.0,1.2557907,2.0766804,0.0,0.0,1.7982504,0.0,1.2783246,2.9585402,1.8262447,2.052197,LEC,12.0
0.0,0.37716207,0.0,2.7098596,3.228164,0.0,0.0,0.64472795,2.1603386,2.9748492,0.56206137,0.93359864,0.23235875,0.0,2.2594254,0.0,0.0,2.4778605,0.0,1.5057082,2.5695388,0.45676833,0.70857614,3.0853112,0.0,0.0,1.8019534,0.0,1.8142376,2.79259,2.515503,2.370422,LEC,13.0
0.0,0.11490747,0.0,2.003585,2.1725795,0.0,0.17748573,0.86546713,1.3649483,1.9876935,0.59797186,0.8742028,0.62608314,0.0,2.026021,0.0,0.0,2.023406,0.0,1.0623337,1.8450184,0.5172538,0.714668,2.3580053,0.0,0.0,1.8194674,0.0,1.3215752,1.9260678,1.9197621,1.663208,LEC,15.0
0.0,0.13197859,0.0,2.2834868,2.434438,0.0,0.0,0.7044236,1.7323059,2.2528324,0.66382337,1.0292444,0.31075805,0.0,2.307745,0.0,0.0,2.2823257,0.0,1.0805453,2.1761732,0.4019241,0.8234198,2.4404275,0.0,0.0,2.021398,0.0,1.3862929,2.2103355,1.9210191,2.045049,LEC,16.0
0.0,0.116014734,0.0,2.5277228,2.462321,0.0,0.0,0.55706656,1.6959982,2.2502618,0.96737415,0.6492249,0.30257946,0.0,2.1853106,0.0,0.0,2.0293534,0.0,1.4173313,2.2378953,0.7231587,0.30953214,3.078723,0.0,0.0,1.8280717,0.0,1.7850796,2.1293013,2.396832,2.0956588,LEC,17.0
0.0,0.17639379,0.0,2.2468033,2.4745471,0.0,0.0,0.87795883,1.6436546,2.2901583,0.65492797,0.9367953,0.5240013,0.0,2.2919984,0.0,0.0,2.3289425,0.0,1.138776,2.0759225,0.4537763,0.6887274,2.606826,0.0,0.0,1.9896293,0.0,1.4558698,2.2770734,2.0898244,1.9474438,LEC,18.0
0.0,0.040017355,0.0,2.3172705,2.32458,0.0,0.0019093975,0.8268506,1.734674,2.2027109,0.71913296,1.1446272,0.40604505,0.0,2.6293292,0.0,0.0,2.5792136,0.0,0.92344594,2.215451,0.31985915,0.9661204,2.3442338,0.0,0.0,2.361376,0.0,1.2703608,2.2390313,1.8062104,2.106257,LEC,19.0
0.0,0.4862355,0.0,1.976756,2.6055715,0.0,0.021413486,1.0281283,1.6794931,2.3562338,0.4204672,1.0730932,0.5756006,0.0,1.8840187,0.0,0.0,1.9826162,0.0,1.3405013,1.811938,0.48907852,0.72876024,2.443884,0.0,0.0,1.5342935,0.0,1.4956465,2.3668256,2.0855057,1.6699711,LEC,20.0
0.0,0.42102942,0.0,2.1054,2.9730475,0.0,0.0,0.7603298,2.0994442,2.7709634,0.045855496,1.3506657,0.16596448,0.0,2.2408266,0.0,0.0,2.6842806,0.0,0.85612035,2.1700945,0.0,1.128737,1.9443074,0.0,0.0,1.9195793,0.0,1.068103,2.7869446,1.6045783,2.144055,LEC,21.0
0.0,0.24313176,0.0,2.4680347,2.862729,0.0,0.0,0.5968043,2.1965644,2.6941042,0.42147356,1.2444015,0.04462221,0.0,2.5899284,0.0,0.0,2.8175914,0.0,0.9264591,2.4809132,0.023092192,0.9616619,2.3335023,0.0,0.0,2.2332158,0.0,1.2628375,2.7285542,1.8209873,2.4361877,LEC,22.0
0.0,0.14710979,0.0,2.805379,2.8272064,0.0,0.0,0.5031173,2.042895,2.6008744,0.9695157,0.7900436,0.14417441,0.0,2.4709957,0.0,0.0,2.388452,0.0,1.4106065,2.5684752,0.60476047,0.44155625,3.2059658,0.0,0.0,2.08226,0.0,1.8232877,2.4370081,2.5009065,2.4256403,LEC,23.0
0.0,0.054776546,0.0,2.5815651,2.8598735,0.0,0.0,0.5333936,1.963493,2.7280142,0.4264365,0.9345773,0.25835514,0.0,2.63771,0.0,0.0,2.9913366,0.0,0.87907434,2.5646403,0.076156214,0.824846,2.6256902,0.0,0.0,2.2397192,0.0,1.2956824,2.6359377,1.9893299,2.4129412,LEC,24.0
0.0,0.21756425,0.0,2.1942637,2.6231215,0.0,0.0,0.6274831,1.8751215,2.4644232,0.3488457,1.0860211,0.18544133,0.0,2.2849886,0.0,0.0,2.55098,0.0,0.85541904,2.1589227,0.04066628,0.85387546,2.1900792,0.0,0.0,1.9854896,0.0,1.1549685,2.4659505,1.7102903,2.1071699,LEC,25.0
0.0,0.183895,0.0,2.4508224,2.799457,0.0,0.0,0.785643,1.8410492,2.630999,0.40883595,1.024801,0.46780258,0.0,2.481372,0.0,0.0,2.8054397,0.0,0.9976935,2.358737,0.22142635,0.90924233,2.5300837,0.0,0.0,2.1581912,0.0,1.3263837,2.5845454,2.0153158,2.1857352,LEC,26.0
0.0,0.41556627,0.0,2.0473285,2.5925364,0.0,0.0,0.8401817,1.9078888,2.3340032,0.4997481,1.2262946,0.20175205,0.0,2.1281338,0.0,0.0,2.1194904,0.0,1.1647774,1.9464743,0.2806509,0.7653162,2.213872,0.0,0.0,1.8059851,0.0,1.3725249,2.417924,1.8429402,1.9685527,LEC,27.0
0.0,0.38074788,0.0,2.1765516,2.754907,0.0,0.0,0.8999083,1.9470845,2.507752,0.43750528,1.2375242,0.35389286,0.0,2.2210085,0.0,0.0,2.3275697,0.0,1.1899514,2.1197238,0.2982464,0.912669,2.365594,0.0,0.0,1.8800937,0.0,1.4232368,2.5398393,1.9790066,2.0169027,LEC,28.0
0.0,0.19082,0.0,2.5147412,2.6676786,0.0,0.0,0.5160451,1.8975624,2.448201,0.8194255,0.7742182,0.16688323,0.0,2.1782856,0.0,0.0,2.1386003,0.0,1.4024218,2.3355331,0.5607911,0.41915736,2.9448419,0.0,0.0,1.7737613,0.0,1.7262672,2.3028145,2.347482,2.1958606,LEC,29.0
0.0,0.0,0.0,2.8939483,2.66346,0.0,0.0,0.28445047,1.8629111,2.5392191,0.9066023,0.54442376,0.14977513,0.0,2.6653342,0.0,0.0,2.731942,0.0,1.0935438,2.6729558,0.42929104,0.33161813,3.22018,0.0,0.0,2.2438753,0.0,1.6361142,2.344654,2.376321,2.5348246,LEC,30.0
0.0,0.085713655,0.0,2.4615703,2.5840943,0.0,0.0,0.6181703,1.7791945,2.4147317,0.64951134,0.86932653,0.3747541,0.0,2.3562298,0.0,0.0,2.4216816,0.0,1.1148748,2.3382034,0.40536016,0.73195416,2.6940308,0.0,0.0,2.0137303,0.0,1.4642001,2.2820811,2.1221168,2.1394897,LEC,31.0
0.0,0.41812795,0.0,2.415679,3.1797438,0.0,0.0,0.6893205,2.1650116,2.983768,0.15545899,1.1697047,0.2100275,0.0,2.2232375,0.0,0.0,2.666013,0.0,1.1306409,2.4587147,0.05622117,1.0762633,2.4090345,0.0,0.0,1.8385757,0.0,1.3577766,2.8550987,1.9792033,2.2635567,LEC,32.0
0.0,0.0,0.0,2.4343681,2.4291735,0.0,0.37992558,1.0579035,1.3303976,2.243332,0.74917996,0.7965812,1.071684,0.0,2.5418785,0.0,0.0,2.6077795,0.0,1.1337329,2.2617018,0.6552022,0.83620095,2.9052076,0.0,0.0,2.2775006,0.0,1.5389596,2.0961676,2.388267,1.9060568,LEC,33.0
0.0,0.0,0.0,2.075364,2.0945964,0.0,0.4760937,1.0396531,1.205475,1.9476206,0.63920516,0.8898566,0.92633164,0.0,2.131029,0.0,0.0,2.0895321,0.0,1.0696446,1.9325134,0.6618757,1.022326,2.3925123,0.0,0.0,1.9921383,0.0,1.3346089,1.8197596,1.9730455,1.5987105,LEC,35.0
0.0,0.16464643,0.0,2.1702363,2.5704288,0.0,0.0,0.8287725,1.6979468,2.3985944,0.39900953,1.071766,0.49070638,0.0,2.2731922,0.0,0.0,2.4776244,0.0,0.9551824,2.1140969,0.24052103,0.97933966,2.2797546,0.0,0.0,2.0180259,0.0,1.2377989,2.3391657,1.8518889,1.9738159,LEC,36.0
0.0,0.0,0.0,2.5180247,2.5974624,0.0,0.0,0.54396945,1.8792372,2.4901967,0.5643499,0.98744637,0.23715863,0.0,2.6748395,0.0,0.0,2.8462117,0.0,0.8177836,2.5227501,0.14927451,0.9652038,2.4388914,0.0,0.0,2.3681443,0.0,1.2150118,2.3860989,1.852632,2.3697107,LEC,37.0
0.0,0.0,0.0,2.1251504,2.1658714,0.0,0.14458455,0.8064089,1.3567967,2.0659716,0.49312574,0.8747522,0.6767231,0.0,2.3450453,0.0,0.0,2.4868689,0.0,0.77909905,2.0224714,0.32072356,0.86028194,2.2945695,0.0,0.0,2.0970433,0.0,1.1329507,2.008211,1.789906,1.8032951,LEC,38.0
0.0,0.11661807,0.0,2.312947,2.6079783,0.0,0.0,0.5988922,1.771657,2.4460971,0.48036107,0.8997175,0.29353753,0.0,2.2836645,0.0,0.0,2.4924762,0.0,0.9703443,2.2203038,0.21641977,0.7265819,2.4732053,0.0,0.0,1.9494021,0.0,1.311637,2.3554978,1.9406145,2.0968158,LEC,39.0
0.0,0.0,0.0,3.7762082,0.55460364,0.0,0.58107543,0.31011868,1.1455504,0.4664731,3.9694443,0.0,0.32232967,0.0,3.760113,0.0,0.0,1.3097091,0.0,2.1077535,2.871989,2.6247823,0.0,5.1447453,0.0,0.0,3.5282958,0.0,3.0401714,0.4129383,3.5677242,2.7631457,NOR,2.0
0.0,0.0,0.0,3.358806,1.0579658,0.0,0.3889437,0.41686344,1.2036588,0.94816715,3.0677893,0.0,0.44119665,0.0,3.1291976,0.0,0.0,1.3435261,0.0,1.9239336,2.6329622,2.1324944,0.0,4.4955115,0.0,0.0,2.9142337,0.0,2.6444645,0.78901577,3.232524,2.4473646,NOR,3.0
