Driver,LapNumber,LapTime_s,brake_duration_ratio,throttle_smoothness,full_throttle_ratio,coasting_ratio,gear_change_freq,speed_at_throttle_lift,mean_corner_speed,speed_variance,throttle_brake_overlap
ALO,2.0,99.792,0.18940397350993377,2.249336870026525,0.46622516556291393,0.05562913907284768,7.81456953642384,266.43749952,127.29927886287935,65.83520966441822,0.0
ALO,3.0,99.1,0.20133333333333334,2.347129506008011,0.452,0.056,7.199999999999999,283.0,124.6248016819475,67.42466934218645,0.005333333333333333
ALO,4.0,99.548,0.21806451612903227,2.2377260981912146,0.44129032258064516,0.0696774193548387,6.838709677419355,257.44166613333334,129.95465677971748,66.68317919215418,0.02193548387096774
ALO,5.0,99.662,0.19893190921228304,2.3101604278074865,0.4472630173564753,0.06675567423230974,7.076101468624834,268.3261906285714,123.60187388921274,66.70939980349465,0.0
ALO,6.0,99.674,0.21166892808683854,2.3831521739130435,0.46132971506105835,0.03934871099050204,6.648575305291724,269.0,122.75246937689579,66.87837508310882,0.0013568521031207597
ALO,7.0,99.729,0.20974289580514208,2.3143631436314362,0.45331529093369416,0.058186738836265225,6.901217861975644,289.0,122.66132176285542,67.79371190190966,0.008119079837618403
ALO,8.0,99.959,0.2320730117340287,2.31331592689295,0.439374185136897,0.03780964797913951,6.910039113428944,278.20417280000004,125.05149084283417,66.95779071767862,0.027379400260756193
ALO,9.0,100.275,0.19594594594594594,2.351826792963464,0.46621621621621623,0.03918918918918919,7.027027027027027,268.96416618666666,120.82757270028908,68.82526071357688,0.002702702702702703
ALO,10.0,100.203,0.21399730820995963,2.3908355795148246,0.44414535666218036,0.04441453566621804,7.94078061911171,252.62666666666667,123.51802101233505,71.51127299721949,0.0026917900403768506
ALO,11.0,101.147,0.2245430809399478,2.4235294117647057,0.42428198433420367,0.02349869451697128,7.702349869451696,247.8062496,123.95551912726549,71.56429169046797,0.009138381201044387
ALO,12.0,100.934,0.22935779816513763,2.3595800524934383,0.44823066841415465,0.027522935779816515,7.732634338138926,236.5,122.1078266139324,70.87330755984782,0.003931847968545216
ALO,13.0,100.341,0.1984126984126984,2.384105960264901,0.4828042328042328,0.046296296296296294,7.671957671957672,255.10124928,126.8279471418405,70.57693094463222,0.010582010582010581
ALO,14.0,102.212,0.21335078534031413,2.491022280471822,0.47774869109947643,0.028795811518324606,7.460732984293193,244.8432695105953,122.93751485054867,68.75341318355743,0.013089005235602094
ALO,16.0,97.542,0.21875,2.329251700680272,0.49592391304347827,0.024456521739130436,6.25,275.96666367999995,127.02207946983133,66.84619529045469,0.006793478260869565
ALO,17.0,98.139,0.18417462482946795,2.3374013357619914,0.48021828103683495,0.05593451568894952,6.8212824010914055,205.0,122.61786634894884,69.68605580449683,0.0
ALO,18.0,98.124,0.18940397350993377,2.2613026819923374,0.46225165562913906,0.07152317880794702,6.887417218543046,,122.57804037435287,66.95726705368847,0.0013245033112582781
ALO,19.0,98.361,0.20698924731182797,2.3014804845222074,0.4435483870967742,0.056451612903225805,6.854838709677419,264.0878319068783,123.38402208108549,66.83015328766002,0.0
ALO,20.0,98.318,0.1901595744680851,2.2210386151797605,0.46808510638297873,0.05585106382978723,7.047872340425531,247.0,122.72817604157412,67.336247498482,0.0026595744680851063
ALO,21.0,98.407,0.20079787234042554,2.3195739014647137,0.4747340425531915,0.05053191489361702,7.047872340425531,251.37395813333333,122.33246689702113,67.83853020497443,0.0
ALO,22.0,98.2,0.19863945578231293,2.343324250681199,0.4598639455782313,0.047619047619047616,6.938775510204081,271.5,121.30151308385665,67.27252826044366,0.0
ALO,23.0,97.853,0.21517241379310345,2.345303867403315,0.47586206896551725,0.03586206896551724,7.1724137931034475,275.0,124.35815191239955,67.65602209237534,0.004137931034482759
ALO,24.0,97.878,0.19615912208504802,2.269230769230769,0.4828532235939643,0.053497942386831275,7.133058984910837,232.01805546666668,122.16267291881505,68.99119434721716,0.0054869684499314125
ALO,25.0,98.139,0.19973190348525469,2.279194630872483,0.4745308310991957,0.049597855227882036,7.238605898123325,272.2552365104762,122.69582483601657,69.24306982510166,0.012064343163538873
ALO,26.0,98.127,0.19079837618403248,2.330623306233062,0.4749661705006766,0.06359945872801083,7.171853856562922,270.6666666666667,121.44375140474264,68.36649257824334,0.0027063599458728013
ALO,27.0,98.612,0.20293724966622162,2.251336898395722,0.4432576769025367,0.07209612817089453,6.942590120160213,278.13249984,122.81539033362583,67.73741269573856,0.010680907877169559
ALO,28.0,98.199,0.19731543624161074,2.3198924731182795,0.4604026845637584,0.06845637583892618,6.7114093959731544,252.0,121.68539274660762,67.90698628148087,0.0013422818791946308
ALO,29.0,98.585,0.2018842530282638,2.339622641509434,0.4387617765814266,0.05114401076716016,6.864064602960969,,119.89354594672788,69.47009008940329,0.0
ALO,30.0,98.282,0.20318725099601595,2.297872340425532,0.4767596281540505,0.041168658698539175,6.507304116865869,,119.92997531552763,69.22146685536693,0.0026560424966799467
ALO,31.0,98.009,0.1962864721485411,2.353253652058433,0.5119363395225465,0.038461538461538464,6.631299734748011,246.543888342292,121.37175486131805,68.73007128029649,0.003978779840848806
ALO,32.0,97.871,0.18331053351573187,2.3808219178082193,0.5129958960328317,0.04377564979480164,6.703146374829001,259.34000128,122.18494664254497,68.78140421729938,0.0027359781121751026
ALO,33.0,97.769,0.18370165745856354,2.4149377593360994,0.5220994475138122,0.04143646408839779,7.320441988950275,258.65738612363634,122.25042069303139,69.1744519083911,0.0013812154696132596
ALO,34.0,100.353,0.2127107652399481,2.357142857142857,0.4993514915693904,0.0324254215304799,7.003891050583658,231.0,119.78150954774114,70.2268080179774,0.010376134889753566
ALO,36.0,96.156,0.19808743169398907,2.372093023255814,0.51775956284153,0.03551912568306011,6.557377049180328,255.1,122.44063068424333,69.01997941469959,0.001366120218579235
ALO,37.0,97.431,0.21534320323014805,2.4231805929919137,0.49663526244952894,0.039030955585464336,7.671601615074024,284.5,124.4102597176736,72.6401847602638,0.021534320323014805
ALO,38.0,97.002,0.20708446866485014,2.491132332878581,0.49318801089918257,0.04223433242506812,7.629427792915531,252.49583520000002,124.91579072711794,72.40353598818936,0.01907356948228883
ALO,39.0,97.243,0.20385674931129477,2.3917241379310346,0.49173553719008267,0.03856749311294766,6.887052341597796,256.00000355555557,120.45782245649028,68.74992316093771,0.009641873278236915
ALO,40.0,97.208,0.18157181571815717,2.265943012211669,0.47560975609756095,0.06097560975609756,6.775067750677506,,122.26246700946892,68.16453581386976,0.0027100271002710027
ALO,42.0,96.334,0.20166898470097358,2.362116991643454,0.4951321279554937,0.025034770514603615,7.232267037552156,257.18250048,124.2644508105293,68.18787619973759,0.005563282336578581
ALO,43.0,96.911,0.18834688346883469,2.298507462686567,0.516260162601626,0.044715447154471545,7.046070460704606,264.25189991428573,122.45707125375225,68.55713846228592,0.0
ALO,44.0,97.022,0.21016483516483517,2.3576341127922973,0.49038461538461536,0.03708791208791209,7.280219780219781,262.75,123.3739569464446,71.64922576249994,0.013736263736263736
ALO,45.0,97.931,0.21191135734072022,2.7184466019417477,0.502770083102493,0.03185595567867036,7.340720221606649,254.0,122.29750792373413,72.78073449057054,0.01662049861495845
ALO,46.0,97.087,0.18181818181818182,2.4061624649859943,0.5188811188811189,0.039160839160839164,6.853146853146853,245.5,119.92320415659195,68.50915220846336,0.004195804195804196
ALO,47.0,97.326,0.19491525423728814,2.3988684582743987,0.4406779661016949,0.05367231638418079,7.062146892655368,,121.49651249061604,68.65950062904489,0.0
ALO,48.0,96.783,0.18681318681318682,2.297111416781293,0.5013736263736264,0.03983516483516483,7.0054945054945055,274.65555484444445,122.84452607654724,68.2274155115258,0.0
ALO,49.0,96.726,0.17886178861788618,2.2279511533242875,0.532520325203252,0.04742547425474255,7.181571815718158,246.03686503434344,122.85609681024343,68.50077700084142,0.0
ALO,50.0,96.331,0.18207282913165265,2.2945301542777,0.5434173669467787,0.049019607843137254,7.142857142857142,252.3749984,123.86948911785584,68.98509843736687,0.0028011204481792717
ALO,51.0,96.96,0.1859504132231405,2.2841379310344827,0.5165289256198347,0.05234159779614325,7.162534435261708,269.0138903111111,121.6384568177118,69.10072716302439,0.0027548209366391185
ALO,52.0,97.01,0.1953232462173315,2.355371900826446,0.46629986244841815,0.06327372764786796,7.152682255845942,272.3894159893333,119.79966885600354,68.35173337506268,0.0
ALO,53.0,97.01,0.18604651162790697,2.347945205479452,0.4883720930232558,0.05198358413132695,7.250341997264022,264.1406252,119.26824272752198,69.50069686316854,0.0
ALO,54.0,97.599,0.1937669376693767,2.344640434192673,0.4715447154471545,0.051490514905149054,6.775067750677506,255.73125013333333,115.57018419534019,69.83708386360644,0.0
ALO,55.0,97.662,0.18326693227091634,2.3031914893617023,0.44223107569721115,0.07436918990703852,7.171314741035857,274.7875008,121.99221335761834,68.69754364915113,0.0
ALO,56.0,97.473,0.19002695417789758,2.3238866396761133,0.45148247978436656,0.05121293800539083,7.008086253369273,256.0,120.78643605577537,69.02509220998485,0.0026954177897574125
ALO,57.0,97.422,0.19973544973544974,2.2701986754966885,0.45105820105820105,0.05952380952380952,6.746031746031746,272.34500096,121.06138819184383,69.01409212436998,0.003968253968253968
HAM,1.0,102.288,0.23477157360406092,2.5184243964421853,0.4365482233502538,0.0266497461928934,7.741116751269035,246.5,116.77079671450434,69.81720780358638,0.01903553299492386
HAM,2.0,99.166,0.2220744680851064,2.3009320905459387,0.46808510638297873,0.043882978723404256,6.117021276595745,249.66666666666666,125.10524571283538,69.23452788159273,0.011968085106382979
HAM,3.0,99.22,0.22296395193591456,2.342245989304813,0.417890520694259,0.07209612817089453,6.008010680907877,,125.35267618269089,69.62693777666814,0.012016021361815754
HAM,4.0,99.198,0.20881971465629054,2.207792207792208,0.4293125810635538,0.04928664072632944,5.836575875486381,285.0,125.87045177483176,68.44875611385481,0.01297016861219196
HAM,5.0,99.335,0.21552878179384202,2.32171581769437,0.4538152610441767,0.05622489959839357,5.35475234270415,251.66666666666666,120.92433337934354,69.48783055188709,0.014725568942436412
HAM,6.0,99.756,0.21467391304347827,2.4136054421768707,0.43070652173913043,0.050271739130434784,6.657608695652175,309.0,125.13551041749615,69.11081546429966,0.004076086956521739
HAM,7.0,99.757,0.2253711201079622,2.348648648648649,0.44534412955465585,0.03508771929824561,6.207827260458839,279.5,124.66687593362897,70.29176218256939,0.01349527665317139
HAM,8.0,100.267,0.22987012987012986,2.306892067620286,0.42857142857142855,0.03636363636363636,5.844155844155844,231.0,122.92306266329824,67.9137272940819,0.014285714285714285
HAM,9.0,100.323,0.22162162162162163,2.3545331529093367,0.45,0.031081081081081083,6.351351351351352,270.0,122.05449805521937,69.6010345109167,0.010810810810810811
HAM,10.0,100.289,0.20485175202156333,2.375168690958165,0.4339622641509434,0.05256064690026954,7.142857142857142,221.74285714285713,122.81482907247286,67.8336564991433,0.006738544474393531
HAM,11.0,100.752,0.21391076115485563,2.296977660972405,0.42650918635170604,0.051181102362204724,6.167979002624672,252.5,122.01621019632704,68.28209638001728,0.003937007874015748
HAM,14.0,98.308,0.21109607577807848,2.3902439024390243,0.41948579161028415,0.05953991880920163,6.359945872801083,278.0,126.0487386028799,65.66630110721351,0.006765899864682003
HAM,15.0,98.527,0.2291950886766712,2.3825136612021858,0.41609822646657574,0.05184174624829468,6.2755798090040935,,120.99042019954247,68.3171183690221,0.010914051841746248
HAM,16.0,98.617,0.2193808882907133,2.3180592991913747,0.41318977119784656,0.06729475100942127,5.652759084791386,,117.17998553879065,67.28703489232997,0.006729475100942127
HAM,17.0,98.704,0.21845318860244234,2.307065217391304,0.4260515603799186,0.05698778833107191,5.970149253731343,281.1249984,123.88063233729942,68.05611225744694,0.005427408412483039
HAM,18.0,98.69,0.22236842105263158,2.27931488801054,0.42894736842105263,0.04868421052631579,5.7894736842105265,,121.49577059543788,68.06566310642711,0.005263157894736842
HAM,19.0,98.684,0.20430107526881722,2.285329744279946,0.43010752688172044,0.04838709677419355,6.048387096774194,,122.96729990172165,67.88722369846735,0.002688172043010753
HAM,20.0,98.478,0.2154255319148936,2.247669773635153,0.4441489361702128,0.05585106382978723,5.851063829787234,272.5,123.92916039385331,67.93083608871137,0.009308510638297872
HAM,21.0,98.581,0.21352785145888595,2.252324037184595,0.4336870026525199,0.054376657824933686,5.968169761273209,,123.50320824806484,67.78503630347433,0.011936339522546418
HAM,22.0,98.46,0.21891891891891893,2.3572395128552097,0.4297297297297297,0.052702702702702706,5.810810810810811,267.31111039999996,125.10643122928991,67.84289963762953,0.004054054054054054
HAM,23.0,98.384,0.22359396433470508,2.368131868131868,0.4348422496570645,0.05075445816186557,5.761316872427984,,123.14821592015721,67.6288474707728,0.0054869684499314125
HAM,24.0,98.367,0.21994535519125682,2.341997264021888,0.41120218579234974,0.05191256830601093,5.737704918032787,276.1833329777778,123.86459679500507,67.96636507557146,0.0
HAM,25.0,98.29,0.21073825503355706,2.325268817204301,0.45234899328859063,0.05906040268456376,5.6375838926174495,240.76666453333334,122.54996743509592,68.57017618529792,0.0
HAM,26.0,98.339,0.2145748987854251,2.2972972972972974,0.45614035087719296,0.048582995951417005,6.0728744939271255,289.5,127.3705961511759,68.68549598320939,0.004048582995951417
HAM,27.0,98.369,0.2109479305740988,2.286096256684492,0.4739652870493992,0.05473965287049399,5.874499332443257,310.0,121.77725140473368,68.76966040154102,0.006675567423230975
HAM,28.0,98.265,0.22013422818791947,2.2903225806451615,0.45234899328859063,0.052348993288590606,5.771812080536913,281.0812496,122.30964362613152,69.4209150382144,0.012080536912751677
HAM,29.0,98.38,0.21997300944669365,2.3,0.47368421052631576,0.04723346828609987,6.882591093117409,,125.71844634012514,69.75534157968583,0.022941970310391364
HAM,30.0,101.175,0.22551546391752578,2.4929032258064514,0.42010309278350516,0.05283505154639175,6.443298969072164,286.60000032,121.69350386709255,70.58484609884637,0.01288659793814433
HAM,32.0,97.563,0.2225237449118046,2.317934782608696,0.41926729986431477,0.04748982360922659,5.291723202170964,303.0,124.35571915121618,66.5433266548158,0.0067842605156037995
HAM,33.0,97.549,0.2193103448275862,2.3232044198895028,0.42758620689655175,0.0496551724137931,5.103448275862069,,113.50757263081586,66.86177919052273,0.004137931034482759
HAM,34.0,98.135,0.2217741935483871,2.288021534320323,0.38844086021505375,0.05779569892473118,5.376344086021505,310.0,119.50713512176945,66.8180242243736,0.010752688172043012
HAM,35.0,96.831,0.209366391184573,2.3337931034482757,0.44490358126721763,0.045454545454545456,5.647382920110193,,120.66868311464707,67.78464460957404,0.015151515151515152
HAM,36.0,96.546,0.22070844686648503,2.300136425648022,0.4673024523160763,0.035422343324250684,6.130790190735695,,126.60713130182113,68.87798287622472,0.01907356948228883
HAM,37.0,97.388,0.21997300944669365,2.354054054054054,0.4966261808367072,0.0310391363022942,6.882591093117409,253.78480823347562,125.70818732304785,69.76744430281994,0.010796221322537112
HAM,38.0,98.304,0.23355704697986576,2.3306451612903225,0.4604026845637584,0.025503355704697986,6.442953020134229,275.0,118.82453658406241,72.14593148111221,0.01476510067114094
HAM,39.0,97.478,0.24417009602194786,2.39010989010989,0.4513031550068587,0.038408779149519894,7.133058984910837,248.0,123.98716664678527,72.93851648716029,0.009602194787379973
HAM,40.0,97.494,0.2388663967611336,2.3783783783783785,0.43724696356275305,0.03643724696356275,6.747638326585695,292.4500032,125.35422268953259,71.38814042267431,0.002699055330634278
HAM,42.0,97.061,0.23374827109266944,2.3545706371191137,0.45228215767634855,0.040110650069156296,5.809128630705394,236.0,124.03332759555046,70.22060509981884,0.016597510373443983
HAM,43.0,97.111,0.21331521739130435,2.3346938775510204,0.47282608695652173,0.04619565217391304,5.706521739130435,283.75,122.33339242572981,68.74397562220598,0.012228260869565218
HAM,44.0,97.048,0.2106703146374829,2.345205479452055,0.4692202462380301,0.0533515731874145,6.019151846785226,241.0,123.5897154724754,69.75181707592112,0.009575923392612859
HAM,45.0,97.661,0.23472222222222222,2.3421418636995828,0.4513888888888889,0.03333333333333333,6.25,,125.20849908071914,70.05045524780515,0.006944444444444444
HAM,46.0,97.779,0.2288488210818308,2.4194444444444443,0.42302357836338417,0.036061026352288486,6.38002773925104,,122.58156008740303,74.16967614428195,0.006934812760055479
HAM,47.0,98.517,0.25,2.4111888111888113,0.4483240223463687,0.046089385474860335,6.983240223463687,261.7648123259259,122.2779898300766,73.51418183777606,0.01675977653631285
HAM,48.0,97.844,0.21798365122615804,2.3328785811732606,0.45095367847411444,0.043596730245231606,6.948228882833788,285.0,123.29954841054038,73.94060137671065,0.02316076294277929
HAM,49.0,97.954,0.22546419098143236,2.2948207171314743,0.4389920424403183,0.05702917771883289,6.896551724137931,246.0194432,122.13341956449034,73.98898921056364,0.021220159151193633
HAM,50.0,97.77,0.22330097087378642,2.375,0.4563106796116505,0.044382801664355064,6.51872399445215,255.5647302857143,124.23647395285832,73.26566223622329,0.011095700416088766
HAM,51.0,98.014,0.22628726287262874,2.271370420624152,0.46747967479674796,0.032520325203252036,6.368563685636857,272.8978563657143,122.81585673754128,71.08193833684224,0.006775067750677507
HAM,52.0,97.803,0.20383036935704515,2.3095890410958906,0.46511627906976744,0.047879616963064295,6.155950752393981,266.1222229333334,123.15416898761768,71.00104249884735,0.0
HAM,53.0,97.988,0.21081081081081082,2.322056833558863,0.4445945945945946,0.05405405405405406,5.810810810810811,242.0,119.688849225297,71.48041110857822,0.006756756756756757
HAM,54.0,98.076,0.21322537112010798,2.310810810810811,0.4574898785425101,0.04588394062078273,5.53306342780027,,120.55439913420375,71.1391535643424,0.012145748987854251
HAM,55.0,97.955,0.2127659574468085,2.303595206391478,0.46675531914893614,0.04654255319148936,6.25,247.0,124.36306061817918,70.2094404261473,0.013297872340425532
HAM,56.0,98.111,0.20345744680851063,2.263648468708389,0.4627659574468085,0.04654255319148936,6.382978723404255,255.22430737777776,123.62208841340474,70.6908551419928,0.011968085106382979
HAM,57.0,98.255,0.21031746031746032,2.2513907284768213,0.46296296296296297,0.026455026455026454,6.481481481481481,252.0,125.29506555704289,70.75491538194798,0.003968253968253968
LEC,1.0,100.23,0.22538860103626943,2.4468936433722437,0.4650259067357513,0.031088082901554404,7.383419689119171,265.0624992,122.53914317358326,68.55130603605203,0.022020725388601035
LEC,2.0,98.75,0.2217741935483871,2.3922543754508747,0.46639784946236557,0.04973118279569892,6.720430107526881,272.5502225428571,127.46007254618843,67.92931308005083,0.0013440860215053765
LEC,3.0,98.658,0.20505992010652463,2.3235444437333332,0.46604527296937415,0.041278295605858856,6.790945406125166,300.0,126.26237491009338,68.28678412473523,0.002663115845539281
LEC,4.0,98.825,0.1906005221932115,2.2401606762527235,0.47911227154047,0.04960835509138381,6.005221932114883,284.5,127.39804569592583,68.21815448813774,0.0039164490861618795
LEC,5.0,98.664,0.20671140939597316,2.3301327283154123,0.487248322147651,0.03355704697986577,6.577181208053691,261.14062533333333,128.96892144418865,68.4088389142766,0.021476510067114093
LEC,6.0,98.572,0.18982118294360384,2.3829201101928374,0.4828060522696011,0.04676753782668501,7.015130674002751,268.825,126.98700903355937,68.4965246436295,0.0068775790921595595
LEC,7.0,98.691,0.18614130434782608,2.3402456535752076,0.5067934782608695,0.036684782608695655,5.842391304347826,303.0,125.32250075488987,69.64150008387199,0.009510869565217392
LEC,8.0,98.614,0.19973544973544974,2.1932707875791024,0.5052910052910053,0.03306878306878307,6.481481481481481,253.91607177142856,126.51410955558387,68.54813173412232,0.007936507936507936
LEC,9.0,98.828,0.17768595041322313,2.430344827586207,0.48484848484848486,0.03856749311294766,6.749311294765841,245.36666773333334,125.31029221258453,69.15860697765828,0.0013774104683195593
LEC,10.0,99.073,0.19093406593406592,2.324621733149931,0.4876373626373626,0.034340659340659344,6.043956043956044,272.5,124.71790742267578,69.71693665029008,0.005494505494505495
LEC,11.0,99.212,0.20948616600790515,2.2058047493403694,0.48221343873517786,0.030303030303030304,6.587615283267458,241.0,125.2773865718355,68.46576307766027,0.006587615283267457
LEC,12.0,99.489,0.2101740294511379,2.3351206434316354,0.4605087014725569,0.029451137884872823,6.425702811244979,256.3052085333333,123.44981481446237,69.62289325155727,0.008032128514056224
LEC,13.0,102.068,0.2422279792746114,2.48378728923476,0.44689119170984454,0.019430051813471502,6.994818652849741,261.0234378,121.2052176425672,70.99998453236574,0.025906735751295335
LEC,15.0,98.477,0.20759837177747625,2.354933763768116,0.4694708276797829,0.04613297150610583,6.512890094979647,265.0,126.82719925973402,68.46712067485939,0.0
LEC,16.0,97.953,0.20516304347826086,2.323389213812763,0.45652173913043476,0.03804347826086957,7.065217391304348,258.0,128.13351973108203,70.14079036434381,0.005434782608695652
LEC,17.0,98.031,0.22783083219645292,2.333772442779079,0.4693042291950887,0.03547066848567531,6.957708049113233,253.49999957333333,127.06092216265665,68.44202290322562,0.009549795361527967
LEC,18.0,97.798,0.21381142098273573,2.225498670921986,0.5059760956175299,0.033200531208499334,6.108897742363878,228.0,127.58208849936587,68.17471763918635,0.005312084993359893
LEC,19.0,97.858,0.1875,2.3651846445610625,0.4741847826086957,0.04619565217391304,6.521739130434782,,128.68168672584738,69.05379842271287,0.006793478260869565
LEC,20.0,97.631,0.20027063599458728,2.3103174603174605,0.503382949932341,0.028416779431664412,5.818673883626523,270.2258063233515,128.7778250382042,67.39843646812874,0.006765899864682003
LEC,21.0,97.753,0.2047872340425532,2.1651131824234353,0.5039893617021277,0.03324468085106383,5.851063829787234,275.1107069714286,125.33398216085844,70.03750418684821,0.007978723404255319
LEC,22.0,98.162,0.20588235294117646,2.2580377074520306,0.5040106951871658,0.029411764705882353,6.550802139037433,258.0,126.64359405812114,69.59211265204354,0.016042780748663103
LEC,23.0,98.054,0.19310344827586207,2.3891229274401473,0.526896551724138,0.037241379310344824,7.03448275862069,290.6499968,126.59455780975243,69.47773673614138,0.015172413793103448
LEC,24.0,97.972,0.21095890410958903,2.3786854779395314,0.4794520547945205,0.030136986301369864,6.575342465753424,262.56499968,127.02025090235657,69.1625427482859,0.015068493150684932
LEC,25.0,98.541,0.20647773279352227,2.289809621146957,0.48582995951417,0.04048582995951417,6.342780026990553,258.3777768296296,124.56355745290166,69.45012884086077,0.001349527665317139
LEC,26.0,99.668,0.20451527224435592,2.2606382978723403,0.49667994687915007,0.01593625498007968,6.507304116865869,229.87857097142856,122.50816302898406,72.46847836759666,0.00796812749003984
LEC,27.0,98.814,0.2456839309428951,2.2393617021276597,0.4648074369189907,0.0199203187250996,6.241699867197875,282.7791712,124.79445600087641,69.33494195357835,0.013280212483399735
LEC,28.0,98.618,0.2124492557510149,2.2640631042973287,0.4871447902571042,0.04194857916102842,6.7658998646820026,287.2437488,126.4162215015844,69.56619265012655,0.014884979702300407
LEC,29.0,98.447,0.2183288409703504,2.284914209215346,0.5080862533692723,0.013477088948787063,6.334231805929918,,125.60310617128704,70.02807780069087,0.0215633423180593
LEC,30.0,98.39,0.2018348623853211,2.1863517060367452,0.4967234600262123,0.03407601572739188,6.028833551769332,281.0,125.8750904026707,69.26952943452704,0.00655307994757536
LEC,31.0,98.746,0.19418758256274768,2.2566137566137567,0.5059445178335535,0.03038309114927345,6.472919418758257,,126.55402184962855,68.24538092668998,0.010568031704095112
LEC,32.0,98.948,0.19811320754716982,2.2699055330634277,0.5,0.03773584905660377,6.60377358490566,292.0,125.20856435903767,69.87543109366912,0.01078167115902965
LEC,33.0,101.323,0.21505376344086022,2.5141318977119784,0.47580645161290325,0.03225806451612903,6.854838709677419,239.62380952380954,122.43172383428121,70.98720116364198,0.021505376344086023
LEC,35.0,98.073,0.18885869565217392,2.3883078247619047,0.44972826086956524,0.06657608695652174,6.385869565217392,262.75,127.9493712941718,67.59568460904761,0.0
LEC,36.0,97.313,0.20433017591339647,2.3265582655826558,0.4722598105548038,0.04330175913396482,6.2246278755074425,298.0,129.47307425158402,68.48278358777938,0.005412719891745603
LEC,37.0,97.17,0.1910569105691057,2.32157394843962,0.4742547425474255,0.04336043360433604,7.317073170731707,251.33333333333334,128.5416302264305,68.13764477833116,0.013550135501355014
LEC,38.0,97.17,0.19054054054054054,2.362942199884013,0.4689189189189189,0.052702702702702706,6.756756756756757,261.4733539363804,128.2977911390806,68.08901343392569,0.006756756756756757
LEC,39.0,97.287,0.20357634112792297,2.395021645021645,0.4649243466299862,0.04126547455295736,6.740027510316368,255.1781256,127.42181738143694,68.10572283727113,0.0041265474552957355
NOR,2.0,100.433,0.23853211009174313,2.4111917651793524,0.418086500655308,0.0563564875491481,7.470511140235911,256.0776775771428,133.87893987173592,67.19911830358926,0.003931847968545216
